category,brand,weight_kg,rating,warranty_years,power_usage_watts,feature_score,price
Electronics,BrandE,4.74,4.4,4,1076,11.53,1146.87
Kitchen,BrandB,48.58,3.0,0,396,71.85,816.99
Apparel,BrandB,20.04,1.3,4,125,1.2,300.17
Toys,BrandA,36.34,1.1,1,1163,78.46,1121.34
Electronics,BrandB,4.73,2.4,5,1229,57.44,1193.24
Kitchen,BrandD,15.44,1.9,5,258,96.51,1150.69
Electronics,BrandB,14.87,1.5,3,447,65.43,839.46
Apparel,BrandB,9.26,1.6,5,804,95.53,1192.13
Furniture,BrandA,35.16,4.9,4,994,30.39,1080.34
Kitchen,BrandE,11.11,3.5,0,1005,98.35,856.44
Electronics,BrandA,20.81,3.2,1,923,86.01,837.33
Electronics,BrandC,32.43,4.0,1,1722,15.44,815.07
Electronics,BrandA,22.28,2.5,0,1744,45.58,829.82
Furniture,BrandA,6.57,1.6,4,1347,41.34,1012.07
Electronics,BrandD,14.09,2.5,3,835,11.4,755.65
Toys,BrandC,43.56,4.0,5,1177,62.77,1396.47
Toys,BrandC,34.31,3.8,5,1106,71.0,1356.65
Electronics,BrandC,23.01,1.3,5,1295,77.28,1393.29
Toys,BrandE,11.4,2.1,0,1942,42.04,716.83
Kitchen,BrandE,6.7,3.6,0,1199,82.09,908.79
Toys,BrandE,9.61,4.8,2,1317,72.33,939.99
Electronics,BrandB,18.02,4.1,4,378,35.88,1028.38
Apparel,BrandB,46.27,2.7,5,1435,72.82,1348.51
Kitchen,BrandA,28.35,2.9,2,1334,17.43,825.77
Furniture,BrandB,31.91,3.8,0,285,63.52,785.34
Electronics,BrandD,33.73,1.9,5,711,75.34,1251.15
Furniture,BrandE,33.72,4.1,5,1592,87.74,1621.48
Apparel,BrandD,29.89,4.0,0,696,36.09,568.6
Furniture,BrandA,37.92,2.4,4,709,61.02,1005.71
Electronics,BrandD,31.82,2.3,1,1785,71.04,1009.77
Electronics,BrandE,41.54,2.0,0,653,7.44,423.13
Apparel,BrandA,37.34,2.5,4,1889,24.5,1197.87
Electronics,BrandC,0.47,2.7,1,1623,41.6,714.67
Apparel,BrandD,27.27,1.2,1,1989,81.95,967.8
Apparel,BrandB,45.64,5.0,3,732,80.22,1314.84
Electronics,BrandE,19.35,4.7,4,198,72.38,837.07
Toys,BrandC,8.75,1.7,2,1634,76.5,989.55
Apparel,BrandD,27.39,4.4,3,1142,58.98,1157.86
Electronics,BrandE,38.72,4.3,0,658,91.82,873.72
Toys,BrandC,39.94,2.1,0,653,92.76,780.7
Apparel,BrandB,42.36,4.9,1,1556,46.73,1015.86
Toys,BrandD,21.87,2.1,2,521,95.82,1062.98
Kitchen,BrandA,11.32,4.8,5,883,41.59,1092.55
Kitchen,BrandB,17.18,2.8,4,394,19.2,950.01
Toys,BrandA,32.88,2.8,0,1840,30.91,765.05
Apparel,BrandE,9.4,4.3,1,1400,24.47,835.37
Electronics,BrandB,32.34,3.7,2,1931,29.4,948.48
Furniture,BrandA,10.54,3.0,5,1302,89.52,1362.06
Electronics,BrandB,8.22,1.9,3,47,86.69,880.94
Furniture,BrandD,36.86,4.4,2,858,76.0,933.22
Furniture,BrandC,12.71,4.7,0,1807,49.8,956.0
Apparel,BrandE,7.13,3.2,0,1177,42.6,690.11
Toys,BrandE,18.93,3.8,5,161,13.66,848.44
Electronics,BrandB,29.25,4.9,3,733,23.91,929.65
Toys,BrandD,41.78,1.7,3,567,84.38,1019.8
Kitchen,BrandE,7.39,1.5,5,267,81.17,876.5
Apparel,BrandC,24.66,1.4,3,36,56.08,742.86
Apparel,BrandC,13.61,4.9,0,752,76.68,813.27
Kitchen,BrandA,49.95,4.0,5,1195,33.63,1148.41
Electronics,BrandD,39.77,4.0,1,1747,41.04,998.02
Kitchen,BrandC,29.36,3.1,5,629,80.07,1407.93
Electronics,BrandC,39.84,3.2,4,78,36.94,880.3
Furniture,BrandC,21.63,4.5,2,456,60.85,892.28
Apparel,BrandE,7.11,4.8,4,408,36.09,837.88
Electronics,BrandA,14.1,1.3,3,155,5.29,292.62
Toys,BrandC,3.55,3.3,3,433,7.27,717.29
Toys,BrandD,32.8,3.9,5,373,39.67,911.53
Apparel,BrandB,6.75,3.1,5,14,14.44,788.45
Kitchen,BrandB,46.12,4.9,0,1826,58.48,915.22
Kitchen,BrandD,50.0,3.0,4,873,75.32,1116.29
Electronics,BrandB,29.21,5.0,2,824,77.5,973.62
Kitchen,BrandD,28.8,3.1,2,1004,54.66,828.06
Apparel,BrandD,30.8,2.9,3,1440,20.7,882.71
Electronics,BrandC,49.77,4.6,2,1430,77.6,1127.51
Furniture,BrandB,29.27,3.2,0,1054,48.9,591.47
Kitchen,BrandE,22.93,3.2,5,890,98.41,1368.21
Kitchen,BrandA,5.89,1.3,3,309,17.39,588.75
Electronics,BrandE,3.01,4.2,4,586,50.06,1086.8
Toys,BrandC,28.7,2.9,1,1932,64.62,1055.87
Kitchen,BrandB,9.86,2.6,2,1675,44.18,890.35
Apparel,BrandD,35.26,3.9,2,76,92.7,959.99
Kitchen,BrandE,12.91,3.0,3,1378,63.25,1148.28
Furniture,BrandE,45.03,4.3,0,969,94.49,1156.99
Kitchen,BrandA,41.75,1.7,4,113,36.5,778.27
Toys,BrandB,39.06,3.4,1,993,31.7,672.48
Kitchen,BrandC,16.14,4.1,5,1092,55.62,1143.57
Electronics,BrandB,44.1,4.7,0,322,19.83,533.1
Kitchen,BrandB,46.73,5.0,0,1560,82.73,1268.4
Toys,BrandE,28.92,4.1,0,1452,6.21,727.82
Electronics,BrandD,8.9,2.4,5,1890,20.55,1167.83
Apparel,BrandB,23.41,1.3,5,923,8.99,797.73
Electronics,BrandC,31.18,4.4,3,190,21.08,934.3
Furniture,BrandE,18.62,2.5,0,1591,35.87,529.89
Electronics,BrandA,9.73,2.4,0,107,78.68,549.72
Apparel,BrandC,27.14,2.9,2,320,5.48,464.2
Kitchen,BrandC,25.33,2.2,3,738,54.42,828.01
Electronics,BrandB,13.34,1.6,2,1057,71.44,1152.76
Electronics,BrandA,43.51,1.6,2,70,18.78,507.05
Electronics,BrandA,36.96,1.8,1,1133,50.5,648.75
Electronics,BrandA,12.93,1.1,4,1096,96.03,1031.43
Apparel,BrandD,0.74,4.4,5,1246,44.51,1222.18
Toys,BrandD,15.24,4.3,5,1187,1.61,819.99
Toys,BrandD,16.59,2.3,4,1692,63.82,1425.73
Electronics,BrandE,12.8,5.0,4,1525,18.01,1069.43
Apparel,BrandC,39.47,1.7,0,455,56.39,691.42
Apparel,BrandE,40.87,3.8,4,1495,2.53,1193.18
Electronics,BrandA,4.89,1.1,2,934,10.76,441.65
Furniture,BrandC,4.19,2.8,5,1032,41.3,1036.41
Electronics,BrandC,43.28,3.5,3,1736,24.45,1134.58
Furniture,BrandC,10.89,2.4,0,1175,10.0,398.47
Electronics,BrandD,32.75,2.0,5,817,69.97,1217.57
Furniture,BrandD,6.54,4.3,5,1010,61.5,1284.5
Furniture,BrandD,49.88,1.1,5,1532,33.5,1257.78
Electronics,BrandC,35.62,4.1,2,741,34.12,878.42
Furniture,BrandD,23.28,4.2,3,1951,24.51,922.2
Kitchen,BrandC,8.66,2.5,3,1288,50.5,861.98
Toys,BrandB,22.41,3.0,0,1069,5.19,315.23
Apparel,BrandA,9.6,2.7,4,90,68.57,817.74
Furniture,BrandE,7.27,3.6,3,1120,80.27,1212.67
Furniture,BrandB,21.89,2.5,0,1766,81.03,900.75
Apparel,BrandE,26.6,3.1,2,1653,63.16,1073.29
Furniture,BrandA,39.42,1.1,2,1433,77.7,1102.33
Apparel,BrandA,24.93,2.6,5,1896,34.34,1223.12
Electronics,BrandE,46.76,2.7,5,9,11.63,915.38
Kitchen,BrandD,24.7,3.2,0,879,40.42,560.01
Kitchen,BrandB,31.35,1.7,5,860,98.28,1293.68
Toys,BrandA,42.56,3.4,4,81,61.03,947.63
Furniture,BrandB,34.1,1.4,5,1912,14.07,1123.16
Toys,BrandB,26.06,4.3,5,1602,99.78,1636.8
Electronics,BrandE,16.79,2.8,0,1707,13.79,534.57
Kitchen,BrandB,8.43,2.6,3,1632,66.87,1057.92
Electronics,BrandC,12.38,2.1,0,234,39.3,515.44
Electronics,BrandC,2.72,1.4,5,1307,25.54,1019.73
Furniture,BrandA,41.53,3.9,0,1133,61.77,900.39
Electronics,BrandD,24.96,1.7,1,1678,71.56,800.98
Kitchen,BrandE,30.83,1.6,0,1708,3.41,616.04
Toys,BrandA,39.29,3.7,5,59,96.52,1239.53
Kitchen,BrandB,14.86,1.5,5,1734,30.57,1101.66
Furniture,BrandC,28.67,4.8,2,1335,99.06,1376.76
Kitchen,BrandA,41.46,1.1,2,1010,9.91,750.27
Apparel,BrandB,1.07,4.6,4,1731,72.56,1267.58
Toys,BrandE,1.35,2.9,0,588,23.88,357.71
Apparel,BrandE,5.46,5.0,1,1757,32.24,838.94
Apparel,BrandA,47.99,2.5,5,984,81.89,1441.02
Furniture,BrandA,28.73,1.3,1,599,24.55,437.42
Electronics,BrandE,10.74,2.4,5,218,3.97,583.45
Apparel,BrandC,19.47,2.1,0,434,1.89,201.53
Kitchen,BrandC,45.75,3.2,2,826,59.57,1062.54
Electronics,BrandA,24.43,3.9,1,1249,66.54,1048.19
Kitchen,BrandB,3.65,4.9,5,1125,84.16,1548.56
Kitchen,BrandD,2.3,1.8,2,672,50.8,808.88
Electronics,BrandE,14.58,4.6,3,1454,68.24,1207.77
Electronics,BrandC,35.46,2.5,4,1387,65.96,1135.11
Kitchen,BrandD,34.2,3.1,1,1480,55.04,875.58
Furniture,BrandB,34.29,3.7,1,1903,46.06,947.79
Toys,BrandC,35.87,3.8,0,1104,22.3,555.07
Toys,BrandA,42.05,2.4,3,911,63.84,1046.16
Furniture,BrandC,8.7,3.3,3,1414,65.82,1216.57
Electronics,BrandA,41.51,3.4,5,1945,53.87,1637.41
Kitchen,BrandA,24.06,1.1,5,1563,34.53,1279.93
Toys,BrandE,49.02,3.3,2,1570,23.71,958.8
Kitchen,BrandB,32.22,4.7,5,242,74.14,1010.05
Furniture,BrandA,45.14,3.7,4,294,83.33,1125.77
Kitchen,BrandC,25.44,2.6,2,1597,35.79,952.92
Furniture,BrandA,44.85,1.9,4,527,54.43,1029.11
Electronics,BrandC,13.64,3.2,0,707,30.08,421.27
Furniture,BrandE,31.01,1.4,4,1361,14.52,924.48
Furniture,BrandB,34.25,1.1,1,1800,96.11,1058.66
Toys,BrandD,13.83,1.5,3,925,3.96,808.64
Kitchen,BrandC,9.71,4.1,0,258,0.15,318.37
Toys,BrandD,0.77,1.3,3,1973,25.34,803.8
Apparel,BrandC,10.23,3.9,0,346,68.3,604.51
Furniture,BrandA,34.96,2.8,0,701,38.67,803.54
Apparel,BrandD,15.19,2.2,5,956,87.28,1181.53
Toys,BrandE,31.19,1.8,1,1526,18.34,575.94
Kitchen,BrandB,13.51,4.9,4,576,10.88,894.16
Toys,BrandD,6.54,2.3,1,1597,76.72,884.22
Kitchen,BrandA,35.49,4.9,1,1082,10.56,664.48
Kitchen,BrandC,49.24,2.6,0,1154,4.61,538.43
Electronics,BrandE,23.8,2.8,1,881,2.78,562.58
Furniture,BrandA,47.77,4.8,5,888,66.29,1216.25
Toys,BrandA,11.65,3.9,5,1132,47.91,1177.99
Kitchen,BrandE,0.27,3.2,0,164,34.48,303.91
Toys,BrandA,42.33,3.4,3,1599,48.59,1249.37
Toys,BrandA,48.93,1.8,2,801,87.16,1104.59
Kitchen,BrandC,13.48,3.3,1,1160,88.55,1130.74
Apparel,BrandD,37.45,1.4,5,566,31.32,988.67
Furniture,BrandA,23.84,3.0,3,536,7.69,639.66
Furniture,BrandC,11.24,3.8,1,659,58.78,733.24
Electronics,BrandB,8.22,4.4,5,295,19.19,890.85
Electronics,BrandD,1.5,2.3,2,985,84.62,964.37
Electronics,BrandD,35.41,1.0,0,1666,19.98,832.73
Furniture,BrandA,14.61,5.0,0,1535,21.52,666.39
Apparel,BrandC,0.87,1.2,5,1391,98.64,1353.42
Furniture,BrandC,9.67,2.8,2,1416,55.38,999.93
Furniture,BrandB,9.01,5.0,3,860,72.72,1090.58
Furniture,BrandD,1.95,4.5,4,407,5.45,741.78
Furniture,BrandE,16.08,1.9,2,581,74.44,802.86
Apparel,BrandB,12.4,2.0,1,1016,55.99,587.26
Electronics,BrandA,5.63,1.6,1,945,0.33,409.01
Toys,BrandE,30.45,4.9,1,116,61.09,669.68
Electronics,BrandA,45.36,1.3,1,1225,73.83,1102.3
Electronics,BrandA,37.77,2.1,4,1191,77.13,1357.7
Toys,BrandC,10.26,4.9,1,1255,82.71,1271.57
Furniture,BrandA,23.73,2.1,5,1241,98.47,1382.6
Apparel,BrandD,5.18,3.8,4,1440,76.66,1184.68
Apparel,BrandD,37.48,2.4,1,389,57.29,596.32
Electronics,BrandC,14.49,2.7,0,1031,39.78,587.08
Toys,BrandA,39.48,3.6,1,595,89.34,1062.97
Kitchen,BrandC,13.7,2.0,0,1850,39.77,695.08
Furniture,BrandC,44.01,2.9,4,1717,46.94,1453.71
Electronics,BrandA,31.93,2.1,1,1849,83.07,1017.79
Apparel,BrandB,38.24,2.0,4,149,58.45,948.98
Toys,BrandD,38.81,2.0,2,789,14.35,521.1
Toys,BrandE,20.2,2.4,2,1786,4.11,828.82
Electronics,BrandE,3.36,2.3,3,478,98.43,979.1
Kitchen,BrandC,2.21,3.3,1,1570,96.25,1137.01
Apparel,BrandB,1.39,4.8,2,1039,34.47,946.49
Electronics,BrandA,9.5,3.6,3,1027,61.82,1112.92
Kitchen,BrandC,42.32,3.3,5,1815,14.92,1150.29
Toys,BrandA,48.78,3.5,3,1943,94.43,1696.05
Furniture,BrandD,42.28,1.5,5,1894,16.65,1172.67
Apparel,BrandC,7.29,2.7,5,1973,64.74,1308.15
Apparel,BrandD,6.77,1.2,4,119,47.3,654.56
Kitchen,BrandE,36.19,1.7,0,1748,45.63,766.36
Electronics,BrandC,3.58,1.3,3,1551,22.03,754.72
Toys,BrandB,27.16,1.1,4,1639,34.03,1039.36
Kitchen,BrandB,6.73,3.2,4,336,47.9,882.21
Furniture,BrandC,44.8,1.6,2,1674,56.67,1195.31
Furniture,BrandC,49.61,4.1,2,8,80.02,979.3
Furniture,BrandC,46.52,2.7,1,12,64.88,557.28
Kitchen,BrandB,4.48,2.5,1,1529,26.7,621.7
Toys,BrandA,26.76,2.9,0,1607,20.78,600.1
Apparel,BrandD,13.27,2.3,5,1503,41.13,1418.84
Electronics,BrandE,17.89,4.5,0,375,17.82,434.89
Apparel,BrandB,11.06,1.6,3,1924,92.39,1316.52
Toys,BrandB,11.74,1.9,2,830,27.23,658.87
Apparel,BrandA,5.23,4.9,2,1208,84.73,1344.23
Kitchen,BrandC,22.59,1.4,0,1634,38.58,577.97
Furniture,BrandE,29.37,2.9,1,1336,39.52,689.94
Toys,BrandD,23.59,2.9,4,691,11.33,786.34
Toys,BrandB,17.61,4.8,3,1629,93.36,1491.29
Apparel,BrandE,38.57,3.3,1,1057,66.33,846.85
Kitchen,BrandE,45.67,2.5,3,705,90.66,1072.82
Apparel,BrandC,32.21,1.5,4,1230,29.58,874.74
Apparel,BrandC,10.22,3.2,4,1720,32.62,1020.01
Toys,BrandA,11.56,3.9,0,11,15.19,229.81
Apparel,BrandD,17.25,3.7,2,1936,21.98,849.21
Furniture,BrandD,7.36,1.3,5,642,96.65,966.76
Apparel,BrandA,47.48,4.7,0,1647,21.41,877.56
Furniture,BrandE,14.7,2.4,4,232,87.0,1060.75
Toys,BrandA,11.77,2.9,2,796,23.8,648.13
Kitchen,BrandD,36.23,2.7,5,387,95.09,1378.06
Furniture,BrandB,47.04,3.5,0,1515,23.95,648.04
Kitchen,BrandA,34.14,2.0,0,1821,55.01,833.01
Kitchen,BrandC,12.54,2.1,3,744,83.44,1043.59
Furniture,BrandA,5.74,2.6,2,524,79.95,862.74
Toys,BrandE,38.11,4.5,0,1071,12.24,484.27
Electronics,BrandA,22.41,3.8,2,513,32.74,763.85
Kitchen,BrandD,26.61,1.7,2,1428,65.34,1085.62
Kitchen,BrandE,2.18,4.7,4,4,53.83,1132.43
Toys,BrandC,25.04,1.4,3,681,98.62,1222.54
Toys,BrandB,38.16,2.0,5,720,93.78,1340.5
Apparel,BrandD,12.39,3.3,3,1754,5.51,780.94
Toys,BrandB,18.82,3.2,4,505,67.15,1105.47
Kitchen,BrandA,2.64,4.8,1,333,47.09,613.17
Furniture,BrandD,8.34,2.8,0,799,65.79,633.15
Electronics,BrandB,34.4,3.6,3,518,78.68,1064.34
Apparel,BrandB,2.26,3.4,1,1926,27.24,870.63
Furniture,BrandD,14.24,5.0,0,1270,10.27,515.21
Electronics,BrandE,39.45,3.5,4,789,51.12,1254.82
Electronics,BrandE,49.79,1.0,3,942,79.68,1126.31
Electronics,BrandD,43.66,3.6,2,1247,5.0,932.09
Furniture,BrandE,14.76,2.6,2,1931,56.46,950.24
Apparel,BrandD,25.8,4.0,1,228,83.47,894.77
Apparel,BrandD,26.84,4.7,5,1685,93.32,1674.95
Electronics,BrandE,17.73,4.9,1,272,44.19,678.33
Furniture,BrandB,48.37,4.0,0,1625,7.61,664.81
Electronics,BrandC,9.07,4.0,2,610,65.88,878.53
Toys,BrandD,27.28,1.2,4,1167,81.09,1216.64
Apparel,BrandC,39.32,2.0,0,825,45.66,542.06
Kitchen,BrandB,6.68,2.6,0,1913,24.88,658.7
Electronics,BrandB,17.78,3.0,2,951,98.86,1034.44
Toys,BrandC,36.51,3.3,2,768,39.11,698.28
Apparel,BrandD,36.21,1.5,0,915,90.44,720.77
Furniture,BrandA,2.82,2.7,5,1712,82.18,1342.08
Apparel,BrandB,48.31,2.2,4,341,18.91,832.73
Furniture,BrandD,49.27,1.9,3,1921,32.07,1042.93
Furniture,BrandA,9.64,4.6,5,1243,20.77,1120.95
Electronics,BrandA,20.39,4.2,0,114,4.23,510.91
Electronics,BrandB,47.94,4.2,5,165,62.76,1206.16
Apparel,BrandE,25.13,2.0,4,1792,8.56,877.73
Toys,BrandB,8.94,4.9,4,204,28.96,852.15
Apparel,BrandC,40.07,1.1,1,340,44.94,670.11
Kitchen,BrandB,14.42,4.8,3,1503,99.2,1373.72
Furniture,BrandC,45.24,4.2,0,1035,57.09,824.63
Furniture,BrandE,44.95,4.2,2,788,89.12,1154.8
Electronics,BrandB,36.38,3.6,0,705,17.93,464.77
Toys,BrandA,33.74,4.4,3,658,7.61,784.57
Electronics,BrandB,16.35,4.9,2,821,82.8,968.05
Kitchen,BrandE,43.94,1.6,0,822,44.11,626.24
Apparel,BrandE,48.23,4.4,2,1735,70.19,1189.25
Apparel,BrandB,43.04,2.8,3,964,94.63,1356.97
Toys,BrandC,12.25,2.1,0,152,33.88,450.81
Electronics,BrandB,25.92,4.7,3,910,41.27,1061.92
Electronics,BrandA,43.05,3.3,3,635,79.3,1184.7
Kitchen,BrandA,31.79,2.8,5,999,5.48,970.93
Apparel,BrandD,21.81,2.7,2,2,67.25,648.6
Electronics,BrandE,17.56,2.7,3,131,88.46,964.37
Toys,BrandA,9.2,2.5,0,418,69.61,415.13
Apparel,BrandB,29.79,3.1,1,1030,80.08,839.47
Kitchen,BrandB,15.22,3.7,1,775,98.85,896.47
Toys,BrandC,4.63,2.0,4,1538,83.64,1125.3
Furniture,BrandA,23.92,2.0,0,230,78.97,641.56
Kitchen,BrandB,42.62,4.3,3,1566,65.5,1405.04
Toys,BrandC,0.82,3.7,2,450,58.27,854.41
Electronics,BrandB,46.98,4.4,5,1233,92.67,1566.74
Furniture,BrandA,4.18,2.7,0,1358,40.43,703.92
Kitchen,BrandB,12.97,1.1,1,783,7.16,325.85
Electronics,BrandD,43.94,3.5,0,1573,84.88,1075.11
Furniture,BrandE,25.61,2.8,5,866,15.39,917.43
Apparel,BrandD,19.24,2.5,1,29,5.48,347.37
Electronics,BrandE,24.59,3.0,1,599,64.72,707.15
Toys,BrandB,43.99,1.4,3,261,33.97,763.51
Kitchen,BrandB,20.51,4.4,3,1821,77.27,1487.17
Furniture,BrandE,16.33,2.1,0,1085,26.75,331.03
Electronics,BrandD,9.68,4.2,2,1084,62.2,1109.81
Apparel,BrandA,37.1,1.2,0,1984,0.91,582.63
Kitchen,BrandE,46.24,4.8,2,907,72.21,1065.07
Kitchen,BrandE,31.93,3.5,4,1231,46.69,1129.6
Electronics,BrandC,36.17,3.4,1,395,52.95,670.2
Apparel,BrandB,43.24,4.9,2,939,45.08,997.16
Furniture,BrandB,12.11,1.3,1,97,61.85,442.79
Electronics,BrandE,45.94,4.5,3,289,67.44,1026.8
Furniture,BrandB,28.8,3.7,5,171,11.65,706.23
Kitchen,BrandE,20.68,3.2,4,1309,96.06,1243.2
Furniture,BrandC,10.9,4.9,0,62,8.24,490.47
Apparel,BrandB,0.24,3.4,5,662,53.98,1231.35
Toys,BrandE,44.23,4.3,1,1182,39.69,1055.62
Apparel,BrandA,8.18,2.7,0,461,45.89,341.72
Furniture,BrandE,40.39,4.5,1,1018,76.73,1245.66
Electronics,BrandD,0.72,1.9,2,1755,6.21,646.5
Kitchen,BrandE,37.4,2.4,2,690,49.93,779.02
Toys,BrandD,3.22,2.7,2,567,38.48,832.23
Electronics,BrandE,25.25,3.5,0,292,75.67,721.05
Electronics,BrandB,4.95,1.5,5,573,28.47,816.84
Apparel,BrandD,40.69,4.6,4,685,47.74,1205.23
Furniture,BrandB,6.53,3.0,5,467,27.63,907.02
Apparel,BrandA,43.62,3.0,1,364,19.41,581.32
Furniture,BrandE,31.47,3.9,2,1925,9.75,717.73
Apparel,BrandD,1.0,4.1,4,1195,36.69,1010.16
Electronics,BrandC,9.26,3.0,5,296,76.15,1122.8
Kitchen,BrandB,40.45,1.1,0,26,74.79,489.6
Furniture,BrandB,44.47,1.4,4,1605,45.65,1156.39
Toys,BrandC,22.52,2.2,3,569,52.45,706.71
Toys,BrandE,34.75,3.9,5,1095,2.53,1103.64
Electronics,BrandA,36.45,3.6,4,1877,29.1,1158.97
Apparel,BrandC,49.76,4.8,5,1031,59.27,1317.01
Apparel,BrandB,43.16,2.4,4,1311,30.35,941.48
Electronics,BrandA,41.57,2.6,1,1898,33.78,862.3
Toys,BrandA,30.06,2.5,5,1778,45.01,1040.43
Toys,BrandA,45.89,1.5,5,689,97.27,1391.06
Apparel,BrandD,22.14,3.4,2,1828,64.39,1010.21
Furniture,BrandB,48.36,4.2,0,345,33.28,524.05
Kitchen,BrandB,41.89,3.5,1,26,40.9,570.31
Furniture,BrandA,15.35,1.8,5,869,72.64,1164.65
Toys,BrandD,21.26,1.0,5,1897,32.99,1193.71
Furniture,BrandB,40.76,1.3,1,790,0.84,628.1
Kitchen,BrandB,23.73,1.2,1,1345,17.87,583.4
Furniture,BrandB,43.31,2.5,1,732,24.9,601.42
Furniture,BrandD,41.81,4.0,4,1932,79.46,1520.07
Furniture,BrandC,40.35,2.6,2,220,13.75,426.22
Furniture,BrandB,12.57,3.7,0,9,86.23,670.29
Electronics,BrandA,44.82,1.8,3,1660,49.6,1044.53
Toys,BrandA,30.58,3.1,1,1051,83.11,905.45
Kitchen,BrandE,45.03,2.4,0,513,56.53,626.33
Toys,BrandC,33.35,4.3,5,1416,68.93,1424.94
Electronics,BrandB,40.49,3.0,0,406,32.3,297.97
Electronics,BrandB,34.0,3.4,3,410,37.96,929.41
Electronics,BrandC,14.21,4.6,1,941,16.51,655.84
Electronics,BrandA,37.86,2.2,4,1240,95.18,1278.3
Furniture,BrandC,6.59,4.2,0,424,45.48,394.17
Toys,BrandC,16.2,2.6,3,1575,14.86,991.86
Apparel,BrandB,2.75,4.1,2,51,75.35,795.96
Kitchen,BrandC,42.81,2.3,1,584,73.37,961.9
Electronics,BrandD,28.13,4.4,5,314,0.81,980.89
Toys,BrandB,32.31,1.6,1,1146,8.1,596.55
Electronics,BrandE,33.95,3.9,0,912,64.51,603.86
Electronics,BrandB,48.31,2.8,3,1055,69.4,1104.89
Electronics,BrandE,2.68,3.0,2,1893,20.18,727.43
Electronics,BrandA,12.53,4.2,4,1528,90.17,1384.33
Electronics,BrandB,19.54,3.2,1,636,0.9,434.04
Kitchen,BrandC,40.88,3.2,2,1901,73.74,1251.24
Toys,BrandB,10.79,3.7,3,1643,6.02,770.67
Electronics,BrandD,27.43,1.4,0,180,86.53,553.41
Electronics,BrandE,17.85,4.1,3,533,32.18,895.38
Electronics,BrandB,42.73,1.4,5,1043,53.84,1281.28
Electronics,BrandC,13.38,1.3,4,484,84.96,1029.72
Furniture,BrandE,20.72,3.0,0,113,69.55,717.52
Furniture,BrandD,5.63,3.5,1,1225,68.85,874.44
Apparel,BrandE,13.19,1.5,0,467,85.25,488.65
Electronics,BrandD,8.97,5.0,0,1147,64.11,1210.41
Apparel,BrandD,21.13,1.7,5,327,66.65,1099.69
Kitchen,BrandA,10.79,2.1,3,1541,93.91,1252.56
Apparel,BrandA,29.63,3.8,5,1768,31.09,1336.69
Toys,BrandB,47.73,4.8,2,658,12.3,823.43
Furniture,BrandB,26.95,3.8,3,1277,0.75,651.23
Furniture,BrandB,10.62,1.3,0,1571,66.07,848.38
Electronics,BrandA,30.33,4.4,4,648,16.31,1058.12
Electronics,BrandA,38.48,1.8,2,523,33.87,694.5
Kitchen,BrandE,14.35,4.4,1,364,28.35,471.87
Kitchen,BrandC,5.23,1.2,3,359,40.68,641.68
Toys,BrandE,22.2,2.1,4,1443,7.61,1018.94
Electronics,BrandE,4.12,1.4,4,1297,88.7,1317.77
Electronics,BrandD,49.93,1.9,3,1631,68.55,1259.51
Kitchen,BrandA,13.68,3.2,5,1319,3.85,1088.68
Kitchen,BrandD,17.5,4.4,4,1864,43.98,1316.31
Kitchen,BrandB,37.32,4.5,4,1041,71.49,1487.47
Furniture,BrandC,24.03,3.3,4,426,59.39,1190.18
Apparel,BrandB,24.61,1.4,2,777,8.9,456.98
Apparel,BrandC,19.04,3.4,4,878,40.5,1044.91
Electronics,BrandD,34.19,2.7,4,1366,80.06,1335.72
Furniture,BrandB,40.5,2.4,5,820,8.85,871.71
Kitchen,BrandA,18.76,2.2,0,1656,10.75,236.46
Electronics,BrandC,35.82,4.1,4,53,53.63,930.6
Furniture,BrandE,6.01,2.8,5,1550,36.18,1049.92
Toys,BrandE,7.83,4.0,5,1673,54.56,1221.42
Furniture,BrandC,25.4,1.1,0,1790,87.78,1044.25
Electronics,BrandD,47.35,3.7,5,549,63.58,1260.19
Apparel,BrandC,28.34,2.1,2,1661,53.01,816.68
Kitchen,BrandE,13.87,2.4,4,1252,70.14,1226.57
Toys,BrandD,19.12,2.8,4,778,34.36,1021.39
Furniture,BrandE,26.38,4.6,0,373,49.75,453.3
Electronics,BrandC,18.48,3.1,4,1034,99.65,1360.89
Electronics,BrandD,40.72,3.3,2,1481,80.91,1398.23
Kitchen,BrandC,2.58,4.1,5,1436,77.85,1312.0
Electronics,BrandA,35.23,4.6,2,947,39.22,1023.96
Electronics,BrandC,46.85,1.5,2,853,19.06,643.86
Kitchen,BrandA,38.11,4.2,2,1923,62.73,1161.43
Toys,BrandA,8.67,1.9,3,511,55.52,898.93
Apparel,BrandE,12.66,1.3,4,541,80.76,1071.33
Apparel,BrandB,3.47,3.9,5,307,2.66,703.82
Furniture,BrandC,19.93,3.7,0,48,72.2,737.35
Toys,BrandD,4.74,1.4,0,664,18.0,510.38
Furniture,BrandB,19.37,4.3,1,1088,6.12,681.47
Apparel,BrandA,34.24,1.3,0,1819,84.25,1119.05
Kitchen,BrandA,4.38,3.9,5,521,50.08,1230.4
Electronics,BrandD,28.58,2.2,0,81,16.41,261.06
Apparel,BrandC,49.03,3.0,3,965,10.87,526.3
Toys,BrandC,5.25,1.1,1,1190,36.65,602.55
Apparel,BrandE,1.4,4.3,3,560,82.56,1032.11
